   Tempo_min       X_0cm           X_1cm           X_2cm           X_3cm           X_4cm           X_5cm           X_6cm           X_7cm           X_8cm           X_9cm           X_10cm          H_0cm           H_1cm           H_2cm           H_3cm           H_4cm           H_5cm           H_6cm           H_7cm           H_8cm           H_9cm           H_10cm          T_0cm           T_1cm           T_2cm           T_3cm           T_4cm           T_5cm           T_6cm           T_7cm           T_8cm           T_9cm           T_10cm
   4.5555556e-01   1.0468756e-01   1.4508785e-01   1.9823846e-01   2.7029376e-01   3.5041684e-01   4.0632545e-01   4.0976119e-01   3.6226781e-01   2.9803611e-01   2.4365169e-01   1.9642430e-01   1.6000856e-02   1.6001905e-02   1.6003122e-02   1.6004450e-02   1.6005658e-02   1.6006340e-02   1.6006537e-02   1.6006534e-02   1.6006459e-02   1.6006362e-02   1.6006249e-02   5.5254946e+01   4.9335751e+01   4.2371125e+01   3.4690841e+01   2.7713794e+01   2.3827689e+01   2.2706239e+01   2.2711623e+01   2.3115707e+01   2.3645480e+01   2.4260907e+01
   4.6111111e-01   1.0137691e-01   1.4101618e-01   1.9349734e-01   2.6509265e-01   3.4564363e-01   4.0358024e-01   4.0895189e-01   3.6227025e-01   2.9832647e-01   2.4403223e-01   1.9686576e-01   1.6000830e-02   1.6001855e-02   1.6003053e-02   1.6004375e-02   1.6005598e-02   1.6006314e-02   1.6006529e-02   1.6006531e-02   1.6006458e-02   1.6006361e-02   1.6006249e-02   5.5399922e+01   4.9618772e+01   4.2760917e+01   3.5122019e+01   2.8048498e+01   2.3964048e+01   2.2743397e+01   2.2720509e+01   2.3116205e+01   2.3642530e+01   2.4255427e+01
   4.6666667e-01   9.8167251e-02   1.3703902e-01   1.8882818e-01   2.5992002e-01   3.4081129e-01   4.0070043e-01   4.0807175e-01   3.6225224e-01   2.9861077e-01   2.4441029e-01   1.9730541e-01   1.6000805e-02   1.6001806e-02   1.6002986e-02   1.6004299e-02   1.6005537e-02   1.6006288e-02   1.6006521e-02   1.6006528e-02   1.6006457e-02   1.6006361e-02   1.6006249e-02   5.5541236e+01   4.9896659e+01   4.3146775e+01   3.5553972e+01   2.8393747e+01   2.4110105e+01   2.2783843e+01   2.2730333e+01   2.3117005e+01   2.3639702e+01   2.4250021e+01
   4.7222222e-01   9.5055984e-02   1.3315536e-01   1.8423183e-01   2.5477895e-01   3.3592635e-01   3.9768615e-01   4.0711619e-01   3.6221205e-01   2.9888855e-01   2.4478575e-01   1.9774321e-01   1.6000780e-02   1.6001757e-02   1.6002918e-02   1.6004224e-02   1.6005474e-02   1.6006259e-02   1.6006512e-02   1.6006525e-02   1.6006455e-02   1.6006360e-02   1.6006249e-02   5.5678939e+01   5.0169396e+01   4.3528539e+01   3.5986287e+01   2.8749019e+01   2.4266327e+01   2.2827859e+01   2.2741185e+01   2.3118134e+01   2.3637006e+01   2.4244691e+01
   4.7777778e-01   9.2040759e-02   1.2936422e-01   1.7970897e-01   2.4967210e-01   3.3099459e-01   3.9453810e-01   4.0608097e-01   3.6214797e-01   2.9915933e-01   2.4515847e-01   1.9817914e-01   1.6000756e-02   1.6001710e-02   1.6002852e-02   1.6004148e-02   1.6005410e-02   1.6006228e-02   1.6006503e-02   1.6006522e-02   1.6006454e-02   1.6006359e-02   1.6006249e-02   5.5813075e+01   5.0436956e+01   4.3906058e+01   3.6418587e+01   2.9113766e+01   2.4433115e+01   2.2875718e+01   2.2753151e+01   2.3119622e+01   2.3634452e+01   2.4239442e+01
   4.8333333e-01   8.9119083e-02   1.2566452e-01   1.7526028e-01   2.4460224e-01   3.2602220e-01   3.9125768e-01   4.0496146e-01   3.6205805e-01   2.9942257e-01   2.4552829e-01   1.9861315e-01   1.6000732e-02   1.6001663e-02   1.6002787e-02   1.6004073e-02   1.6005344e-02   1.6006196e-02   1.6006492e-02   1.6006519e-02   1.6006453e-02   1.6006359e-02   1.6006249e-02   5.5943701e+01   5.0699345e+01   4.4279207e+01   3.6850528e+01   2.9487456e+01   2.4610905e+01   2.2927734e+01   2.2766335e+01   2.3121499e+01   2.3632052e+01   2.4234278e+01
   4.8888889e-01   8.6288463e-02   1.2205512e-01   1.7088632e-01   2.3957201e-01   3.2101520e-01   3.8784698e-01   4.0375289e-01   3.6194014e-01   2.9967765e-01   2.4589505e-01   1.9904518e-01   1.6000709e-02   1.6001617e-02   1.6002722e-02   1.6003998e-02   1.6005277e-02   1.6006162e-02   1.6006481e-02   1.6006515e-02   1.6006451e-02   1.6006358e-02   1.6006248e-02   5.6070872e+01   5.0956552e+01   4.4647844e+01   3.7281740e+01   2.9869451e+01   2.4800072e+01   2.2984232e+01   2.2780847e+01   2.3123803e+01   2.3629817e+01   2.4229204e+01
   4.9444444e-01   8.3546470e-02   1.1853484e-01   1.6658755e-01   2.3458387e-01   3.1597930e-01   3.8430876e-01   4.0245055e-01   3.6179196e-01   2.9992394e-01   2.4625855e-01   1.9947519e-01   1.6000687e-02   1.6001572e-02   1.6002658e-02   1.6003923e-02   1.6005208e-02   1.6006126e-02   1.6006469e-02   1.6006511e-02   1.6006450e-02   1.6006358e-02   1.6006248e-02   5.6194640e+01   5.1208574e+01   4.5011829e+01   3.7711865e+01   3.0259087e+01   2.5000916e+01   2.3045550e+01   2.2796804e+01   2.3126571e+01   2.3627763e+01   2.4224227e+01
   5.0000000e-01   8.0890670e-02   1.1510243e-01   1.6236438e-01   2.2964019e-01   3.1092017e-01   3.8064653e-01   4.0104972e-01   3.6161103e-01   3.0016069e-01   2.4661858e-01   1.9990311e-01   1.6000666e-02   1.6001529e-02   1.6002594e-02   1.6003848e-02   1.6005139e-02   1.6006087e-02   1.6006457e-02   1.6006507e-02   1.6006448e-02   1.6006357e-02   1.6006248e-02   5.6315066e+01   5.1455420e+01   4.5371043e+01   3.8140571e+01   3.0655716e+01   2.5213735e+01   2.3112055e+01   2.2814335e+01   2.3129845e+01   2.3625904e+01   2.4219350e+01
   5.0000000e-01   8.0890670e-02   1.1510243e-01   1.6236438e-01   2.2964019e-01   3.1092017e-01   3.8064653e-01   4.0104972e-01   3.6161103e-01   3.0016069e-01   2.4661858e-01   1.9990311e-01   1.6000666e-02   1.6001529e-02   1.6002594e-02   1.6003848e-02   1.6005139e-02   1.6006087e-02   1.6006457e-02   1.6006507e-02   1.6006448e-02   1.6006357e-02   1.6006248e-02   5.6315066e+01   5.1455420e+01   4.5371043e+01   3.8140571e+01   3.0655716e+01   2.5213735e+01   2.3112055e+01   2.2814335e+01   2.3129845e+01   2.3625904e+01   2.4219350e+01
   5.0555556e-01   7.8718659e-02   1.1235085e-01   1.5905986e-01   2.2593402e-01   3.0758984e-01   3.7885078e-01   4.0038040e-01   3.6124629e-01   2.9951605e-01   2.4477080e-01   1.9626139e-01   1.6005621e-02   1.6005178e-02   1.6004634e-02   1.6004014e-02   1.6003396e-02   1.6003010e-02   1.6002892e-02   1.6002803e-02   1.6002632e-02   1.6002176e-02   1.6001256e-02   4.3931197e+01   3.8447340e+01   3.2862872e+01   2.7807817e+01   2.4271592e+01   2.2798224e+01   2.2587594e+01   2.3053642e+01   2.4668341e+01   3.0248173e+01   4.3862379e+01
   5.1111111e-01   7.7426618e-02   1.1086708e-01   1.5758692e-01   2.2482295e-01   3.0715336e-01   3.7869260e-01   3.9993969e-01   3.5999946e-01   2.9664582e-01   2.4035781e-01   1.9094410e-01   1.6004807e-02   1.6004598e-02   1.6004396e-02   1.6004268e-02   1.6004253e-02   1.6004290e-02   1.6004277e-02   1.6004123e-02   1.6003642e-02   1.6002684e-02   1.6001413e-02   3.3856287e+01   2.9700134e+01   2.6419590e+01   2.4263631e+01   2.3110101e+01   2.2617041e+01   2.2701943e+01   2.3832627e+01   2.7809587e+01   3.7072040e+01   4.9558670e+01
   5.1666667e-01   7.7115270e-02   1.1071992e-01   1.5771259e-01   2.2513041e-01   3.0739529e-01   3.7859913e-01   3.9907799e-01   3.5747227e-01   2.9230961e-01   2.3506118e-01   1.8534406e-01   1.6004717e-02   1.6004761e-02   1.6004854e-02   1.6004985e-02   1.6005108e-02   1.6005178e-02   1.6005139e-02   1.6004848e-02   1.6004053e-02   1.6002833e-02   1.6001428e-02   2.8564012e+01   2.6414961e+01   2.4900544e+01   2.3805137e+01   2.3038065e+01   2.2661426e+01   2.2966767e+01   2.4998673e+01   3.0992707e+01   4.0940627e+01   5.1340869e+01
   5.2222222e-01   7.7585036e-02   1.1129444e-01   1.5832383e-01   2.2564072e-01   3.0765726e-01   3.7836334e-01   3.9763222e-01   3.5388013e-01   2.8724242e-01   2.2944798e-01   1.7977527e-01   1.6005032e-02   1.6005202e-02   1.6005378e-02   1.6005546e-02   1.6005678e-02   1.6005740e-02   1.6005658e-02   1.6005213e-02   1.6004195e-02   1.6002849e-02   1.6001405e-02   2.7101441e+01   2.5812828e+01   2.4720490e+01   2.3771900e+01   2.3052130e+01   2.2740762e+01   2.3311307e+01   2.6240812e+01   3.3338012e+01   4.2834614e+01   5.1996929e+01
   5.2777778e-01   7.8313494e-02   1.1201155e-01   1.5898840e-01   2.2615530e-01   3.0787895e-01   3.7794431e-01   3.9561301e-01   3.4959176e-01   2.8183259e-01   2.2377033e-01   1.7432405e-01   1.6005351e-02   1.6005545e-02   1.6005731e-02   1.6005901e-02   1.6006030e-02   1.6006081e-02   1.6005950e-02   1.6005370e-02   1.6004216e-02   1.6002814e-02   1.6001371e-02   2.6842799e+01   2.5728852e+01   2.4699240e+01   2.3773241e+01   2.3075629e+01   2.2833169e+01   2.3673199e+01   2.7318744e+01   3.4839883e+01   4.3792974e+01   5.2331557e+01
   5.3333333e-01   7.9082013e-02   1.1274149e-01   1.5965161e-01   2.2665687e-01   3.0805249e-01   3.7733961e-01   3.9312282e-01   3.4489318e-01   2.7628479e-01   2.1813318e-01   1.6901207e-01   1.6005560e-02   1.6005757e-02   1.6005942e-02   1.6006110e-02   1.6006236e-02   1.6006274e-02   1.6006098e-02   1.6005414e-02   1.6004182e-02   1.6002761e-02   1.6001335e-02   2.6791136e+01   2.5708877e+01   2.4692852e+01   2.3777805e+01   2.3100980e+01   2.2926058e+01   2.4007247e+01   2.8159963e+01   3.5792484e+01   4.4368172e+01   5.2573712e+01
   5.3888889e-01   7.9851205e-02   1.1346804e-01   1.6030827e-01   2.2714385e-01   3.0817834e-01   3.7656721e-01   3.9027893e-01   3.3996244e-01   2.7070181e-01   2.1257630e-01   1.6384308e-01   1.6005682e-02   1.6005878e-02   1.6006062e-02   1.6006228e-02   1.6006351e-02   1.6006377e-02   1.6006161e-02   1.6005399e-02   1.6004123e-02   1.6002702e-02   1.6001298e-02   2.6767821e+01   2.5695911e+01   2.4687848e+01   2.3782578e+01   2.3125579e+01   2.3012663e+01   2.4298188e+01   2.8804019e+01   3.6451739e+01   4.4796623e+01   5.2787316e+01
   5.4444444e-01   8.0615729e-02   1.1418947e-01   1.6095801e-01   2.2761663e-01   3.0825998e-01   3.7565061e-01   3.8717502e-01   3.3490162e-01   2.6513291e-01   2.0711402e-01   1.5881602e-01   1.6005748e-02   1.6005942e-02   1.6006125e-02   1.6006290e-02   1.6006408e-02   1.6006424e-02   1.6006174e-02   1.6005356e-02   1.6004055e-02   1.6002641e-02   1.6001262e-02   2.6747863e+01   2.5683630e+01   2.4682858e+01   2.3786949e+01   2.3148541e+01   2.3091833e+01   2.4551831e+01   2.9320757e+01   3.6972543e+01   4.5170782e+01   5.2990284e+01
   5.5000000e-01   8.1375051e-02   1.1490571e-01   1.6160100e-01   2.2807597e-01   3.0830122e-01   3.7460950e-01   3.8387354e-01   3.2976600e-01   2.5960058e-01   2.0175115e-01   1.5392847e-01   1.6005782e-02   1.6005975e-02   1.6006157e-02   1.6006320e-02   1.6006435e-02   1.6006441e-02   1.6006161e-02   1.6005298e-02   1.6003983e-02   1.6002580e-02   1.6001227e-02   2.6728360e+01   2.5671411e+01   2.4677738e+01   2.3790894e+01   2.3170187e+01   2.3165915e+01   2.4782280e+01   2.9768484e+01   3.7432911e+01   4.5523856e+01   5.3187429e+01
   5.5555556e-01   8.2129194e-02   1.1561685e-01   1.6223742e-01   2.2852246e-01   3.0830459e-01   3.7345638e-01   3.8041198e-01   3.2458507e-01   2.5411519e-01   1.9648910e-01   1.4917762e-01   1.6005801e-02   1.6005993e-02   1.6006173e-02   1.6006334e-02   1.6006446e-02   1.6006442e-02   1.6006135e-02   1.6005235e-02   1.6003911e-02   1.6002520e-02   1.6001193e-02   2.6709019e+01   2.5659232e+01   2.4672564e+01   2.3794666e+01   2.3191383e+01   2.3238254e+01   2.5002900e+01   3.0184227e+01   3.7867999e+01   4.5867128e+01   5.3380011e+01
   5.6111111e-01   8.2878232e-02   1.1632296e-01   1.6286738e-01   2.2895634e-01   3.0827100e-01   3.7219752e-01   3.7681259e-01   3.1937540e-01   2.4868218e-01   1.9132841e-01   1.4456092e-01   1.6005809e-02   1.6005999e-02   1.6006179e-02   1.6006338e-02   1.6006447e-02   1.6006434e-02   1.6006100e-02   1.6005167e-02   1.6003837e-02   1.6002460e-02   1.6001159e-02   2.6689852e+01   2.5647154e+01   2.4667467e+01   2.3798586e+01   2.3213070e+01   2.3312098e+01   2.5224120e+01   3.0588432e+01   3.8292558e+01   4.6204459e+01   5.3568496e+01
   5.6666667e-01   8.3622229e-02   1.1702407e-01   1.6349085e-01   2.2937738e-01   3.0819984e-01   3.7083441e-01   3.7308853e-01   3.1414722e-01   2.4330489e-01   1.8626901e-01   1.4007540e-01   1.6005814e-02   1.6006003e-02   1.6006181e-02   1.6006339e-02   1.6006444e-02   1.6006421e-02   1.6006061e-02   1.6005097e-02   1.6003764e-02   1.6002401e-02   1.6001126e-02   2.6670903e+01   2.5635257e+01   2.4662601e+01   2.3802980e+01   2.3236058e+01   2.3389685e+01   2.5451773e+01   3.0991259e+01   3.8712497e+01   4.6536920e+01   5.3752930e+01
   5.7222222e-01   8.4361222e-02   1.1772018e-01   1.6410768e-01   2.2978503e-01   3.0808944e-01   3.6936578e-01   3.6924813e-01   3.0890730e-01   2.3798560e-01   1.8131065e-01   1.3571825e-01   1.6005817e-02   1.6006004e-02   1.6006181e-02   1.6006337e-02   1.6006439e-02   1.6006406e-02   1.6006019e-02   1.6005026e-02   1.6003691e-02   1.6002343e-02   1.6001093e-02   2.6652214e+01   2.5623609e+01   2.4658081e+01   2.3808074e+01   2.3260880e+01   2.3472446e+01   2.5688958e+01   3.1396623e+01   3.9129566e+01   4.6864702e+01   5.3933331e+01
   5.7777778e-01   8.5095230e-02   1.1841122e-01   1.6471767e-01   2.3017858e-01   3.0793768e-01   3.6778939e-01   3.6529757e-01   3.0366080e-01   2.3272612e-01   1.7645297e-01   1.3148683e-01   1.6005819e-02   1.6006006e-02   1.6006181e-02   1.6006335e-02   1.6006434e-02   1.6006390e-02   1.6005974e-02   1.6004955e-02   1.6003618e-02   1.6002286e-02   1.6001062e-02   2.6633819e+01   2.5612259e+01   2.4653989e+01   2.3814031e+01   2.3287919e+01   2.3561330e+01   2.5937219e+01   3.1805926e+01   3.9544217e+01   4.7187774e+01   5.4109708e+01
   5.8333333e-01   8.5824259e-02   1.1909713e-01   1.6532051e-01   2.3055706e-01   3.0774181e-01   3.6610223e-01   3.6124289e-01   2.9841270e-01   2.2752825e-01   1.7169555e-01   1.2737830e-01   1.6005821e-02   1.6006006e-02   1.6006180e-02   1.6006333e-02   1.6006427e-02   1.6006372e-02   1.6005928e-02   1.6004882e-02   1.6003546e-02   1.6002230e-02   1.6001031e-02   2.6615742e+01   2.5601248e+01   2.4650396e+01   2.3820989e+01   2.3317498e+01   2.3657080e+01   2.6197355e+01   3.2219434e+01   3.9956440e+01   4.7506084e+01   5.4282097e+01
   5.8888889e-01   8.6548302e-02   1.1977778e-01   1.6591585e-01   2.3091938e-01   3.0749879e-01   3.6430124e-01   3.5708997e-01   2.9316750e-01   2.2239362e-01   1.6703788e-01   1.2338985e-01   1.6005823e-02   1.6006007e-02   1.6006179e-02   1.6006330e-02   1.6006420e-02   1.6006352e-02   1.6005879e-02   1.6004809e-02   1.6003474e-02   1.6002174e-02   1.6001001e-02   2.6598004e+01   2.5590607e+01   2.4647356e+01   2.3829066e+01   2.3349896e+01   2.3760287e+01   2.6469636e+01   3.2636861e+01   4.0366059e+01   4.7819568e+01   5.4450530e+01
   5.9444444e-01   8.7267338e-02   1.2045305e-01   1.6650329e-01   2.3126432e-01   3.0720536e-01   3.6238364e-01   3.5284478e-01   2.8792944e-01   2.1732375e-01   1.6247939e-01   1.1951872e-01   1.6005825e-02   1.6006007e-02   1.6006178e-02   1.6006327e-02   1.6006412e-02   1.6006331e-02   1.6005828e-02   1.6004735e-02   1.6003402e-02   1.6002120e-02   1.6000971e-02   2.6580620e+01   2.5580364e+01   2.4644924e+01   2.3838374e+01   2.3385380e+01   2.3871473e+01   2.6754078e+01   3.3057767e+01   4.0772871e+01   4.8128166e+01   5.4615042e+01
   6.0000000e-01   8.7981340e-02   1.2112281e-01   1.6708238e-01   2.3159056e-01   3.0685809e-01   3.6034702e-01   3.4851348e-01   2.8270253e-01   2.1232005e-01   1.5801942e-01   1.1576214e-01   1.6005826e-02   1.6006007e-02   1.6006177e-02   1.6006323e-02   1.6006404e-02   1.6006309e-02   1.6005775e-02   1.6004661e-02   1.6003331e-02   1.6002066e-02   1.6000942e-02   2.6563606e+01   2.5570547e+01   2.4643153e+01   2.3849032e+01   2.3424225e+01   2.3991140e+01   2.7050551e+01   3.3481664e+01   4.1176669e+01   4.8431822e+01   5.4775669e+01
   6.0555556e-01   8.8690269e-02   1.2178687e-01   1.6765264e-01   2.3189666e-01   3.0645344e-01   3.5818948e-01   3.4410221e-01   2.7749055e-01   2.0738381e-01   1.5365728e-01   1.1211743e-01   1.6005827e-02   1.6006007e-02   1.6006176e-02   1.6006320e-02   1.6006395e-02   1.6006285e-02   1.6005720e-02   1.6004586e-02   1.6003261e-02   1.6002013e-02   1.6000914e-02   2.6546975e+01   2.5561184e+01   2.4642100e+01   2.3861160e+01   2.3466713e+01   2.4119757e+01   2.7358797e+01   3.3908055e+01   4.1577245e+01   4.8730481e+01   5.4932446e+01
   6.1111111e-01   8.9394082e-02   1.2244507e-01   1.6821355e-01   2.3218117e-01   3.0598792e-01   3.5590963e-01   3.3961698e-01   2.7229697e-01   2.0251617e-01   1.4939223e-01   1.0858202e-01   1.6005829e-02   1.6006008e-02   1.6006174e-02   1.6006316e-02   1.6006386e-02   1.6006259e-02   1.6005663e-02   1.6004512e-02   1.6003191e-02   1.6001961e-02   1.6000887e-02   2.6530743e+01   2.5552305e+01   2.4641822e+01   2.3874887e+01   2.3513131e+01   2.4257767e+01   2.7678506e+01   3.4336478e+01   4.1974409e+01   4.9024096e+01   5.5085412e+01
   6.1666667e-01   9.0092721e-02   1.2309720e-01   1.6876454e-01   2.3244241e-01   3.0545772e-01   3.5350658e-01   3.3506423e-01   2.6712533e-01   1.9771828e-01   1.4522345e-01   1.0515323e-01   1.6005830e-02   1.6006008e-02   1.6006173e-02   1.6006312e-02   1.6006375e-02   1.6006232e-02   1.6005604e-02   1.6004436e-02   1.6003122e-02   1.6001909e-02   1.6000860e-02   2.6514930e+01   2.5543944e+01   2.4642387e+01   2.3890355e+01   2.3563802e+01   2.4405656e+01   2.8009334e+01   3.4766489e+01   4.2367987e+01   4.9312639e+01   5.5234615e+01
   6.2222222e-01   9.0786118e-02   1.2374304e-01   1.6930496e-01   2.3267859e-01   3.0485894e-01   3.5098007e-01   3.3045035e-01   2.6197895e-01   1.9299117e-01   1.4115004e-01   1.0182839e-01   1.6005832e-02   1.6006008e-02   1.6006171e-02   1.6006307e-02   1.6006364e-02   1.6006203e-02   1.6005544e-02   1.6004361e-02   1.6003054e-02   1.6001859e-02   1.6000834e-02   2.6499554e+01   2.5536137e+01   2.4643867e+01   2.3907722e+01   2.3619073e+01   2.4563880e+01   2.8350838e+01   3.5197644e+01   4.2757803e+01   4.9596077e+01   5.5380102e+01
   6.2777778e-01   9.1474191e-02   1.2438232e-01   1.6983409e-01   2.3288775e-01   3.0418763e-01   3.4833055e-01   3.2578170e-01   2.5686104e-01   1.8833576e-01   1.3717106e-01   9.8604876e-02   1.6005833e-02   1.6006007e-02   1.6006169e-02   1.6006302e-02   1.6006352e-02   1.6006172e-02   1.6005481e-02   1.6004286e-02   1.6002986e-02   1.6001810e-02   1.6000808e-02   2.6484638e+01   2.5528927e+01   2.4646344e+01   2.3927161e+01   2.3679315e+01   2.4732888e+01   2.8702524e+01   3.5629518e+01   4.3143690e+01   4.9874388e+01   5.5521923e+01
   6.3333333e-01   9.2156847e-02   1.2501476e-01   1.7035120e-01   2.3306790e-01   3.0343993e-01   3.4555904e-01   3.2106429e-01   2.5177451e-01   1.8375288e-01   1.3328554e-01   9.5480165e-02   1.6005834e-02   1.6006007e-02   1.6006167e-02   1.6006297e-02   1.6006339e-02   1.6006139e-02   1.6005417e-02   1.6004210e-02   1.6002919e-02   1.6001761e-02   1.6000783e-02   2.6470206e+01   2.5522358e+01   2.4649904e+01   2.3948857e+01   2.3744911e+01   2.4913066e+01   2.9063839e+01   3.6061706e+01   4.3525486e+01   5.0147544e+01   5.5660122e+01
   6.3888889e-01   9.2833986e-02   1.2564008e-01   1.7085549e-01   2.3321697e-01   3.0261217e-01   3.4266707e-01   3.1630383e-01   2.4672206e-01   1.7924321e-01   1.2949250e-01   9.2451864e-02   1.6005835e-02   1.6006006e-02   1.6006165e-02   1.6006291e-02   1.6006325e-02   1.6006104e-02   1.6005352e-02   1.6004135e-02   1.6002853e-02   1.6001713e-02   1.6000759e-02   2.6456283e+01   2.5516475e+01   2.4654638e+01   2.3972999e+01   2.3816245e+01   2.5104761e+01   2.9434247e+01   3.6493845e+01   4.3903048e+01   5.0415530e+01   5.5794748e+01
   6.4444444e-01   9.3505485e-02   1.2625793e-01   1.7134605e-01   2.3333260e-01   3.0170041e-01   3.3965690e-01   3.1150632e-01   2.4170646e-01   1.7480746e-01   1.2579083e-01   8.9517420e-02   1.6005836e-02   1.6006006e-02   1.6006162e-02   1.6006285e-02   1.6006310e-02   1.6006067e-02   1.6005286e-02   1.6004059e-02   1.6002787e-02   1.6001667e-02   1.6000736e-02   2.6442900e+01   2.5511334e+01   2.4660651e+01   2.3999804e+01   2.3893740e+01   2.5308302e+01   2.9813143e+01   3.6925563e+01   4.4276235e+01   5.0678340e+01   5.5925856e+01
   6.5000000e-01   9.4171203e-02   1.2686793e-01   1.7182190e-01   2.3341233e-01   3.0070089e-01   3.3653144e-01   3.0667750e-01   2.3673031e-01   1.7044616e-01   1.2217941e-01   8.6674350e-02   1.6005836e-02   1.6006005e-02   1.6006159e-02   1.6006279e-02   1.6006294e-02   1.6006028e-02   1.6005218e-02   1.6003984e-02   1.6002722e-02   1.6001621e-02   1.6000713e-02   2.6430089e+01   2.5506994e+01   2.4668056e+01   2.4029506e+01   2.3977837e+01   2.5523954e+01   3.0199895e+01   3.7356496e+01   4.4644906e+01   5.0935968e+01   5.6053501e+01
   6.5555556e-01   9.4830983e-02   1.2746966e-01   1.7228196e-01   2.3345354e-01   2.9961003e-01   3.3329412e-01   3.0182285e-01   2.3179604e-01   1.6615981e-01   1.1865706e-01   8.3920223e-02   1.6005837e-02   1.6006004e-02   1.6006156e-02   1.6006271e-02   1.6006277e-02   1.6005987e-02   1.6005149e-02   1.6003909e-02   1.6002658e-02   1.6001576e-02   1.6000690e-02   2.6417886e+01   2.5503519e+01   2.4676977e+01   2.4062355e+01   2.4068991e+01   2.5751924e+01   3.0593866e+01   3.7786307e+01   4.5008935e+01   5.1188416e+01   5.6177739e+01
   6.6111111e-01   9.5484647e-02   1.2806267e-01   1.7272510e-01   2.3345354e-01   2.9842452e-01   3.2994889e-01   2.9694760e-01   2.2690593e-01   1.6194878e-01   1.1522259e-01   8.1252671e-02   1.6005837e-02   1.6006003e-02   1.6006153e-02   1.6006263e-02   1.6006258e-02   1.6005944e-02   1.6005078e-02   1.6003835e-02   1.6002595e-02   1.6001532e-02   1.6000668e-02   2.6406331e+01   2.5500980e+01   2.4687547e+01   2.4098618e+01   2.4167663e+01   2.5992340e+01   3.0994420e+01   3.8214673e+01   4.5368201e+01   5.1435686e+01   5.6298624e+01
   6.6666667e-01   9.6132013e-02   1.2864650e-01   1.7315016e-01   2.3340969e-01   2.9714156e-01   3.2650020e-01   2.9205674e-01   2.2206214e-01   1.5781344e-01   1.1187487e-01   7.8669524e-02   1.6005837e-02   1.6006001e-02   1.6006149e-02   1.6006255e-02   1.6006238e-02   1.6005898e-02   1.6005007e-02   1.6003760e-02   1.6002532e-02   1.6001489e-02   1.6000647e-02   2.6395466e+01   2.5499452e+01   2.4699920e+01   2.4138629e+01   2.4274503e+01   2.6245644e+01   3.1401207e+01   3.8641441e+01   4.5722691e+01   5.1677841e+01   5.6416229e+01
   6.6666667e-01   9.6132013e-02   1.2864650e-01   1.7315016e-01   2.3340969e-01   2.9714156e-01   3.2650020e-01   2.9205674e-01   2.2206214e-01   1.5781344e-01   1.1187487e-01   7.8669524e-02   1.6005837e-02   1.6006001e-02   1.6006149e-02   1.6006255e-02   1.6006238e-02   1.6005898e-02   1.6005007e-02   1.6003760e-02   1.6002532e-02   1.6001489e-02   1.6000647e-02   2.6395466e+01   2.5499452e+01   2.4699920e+01   2.4138629e+01   2.4274503e+01   2.6245644e+01   3.1401207e+01   3.8641441e+01   4.5722691e+01   5.1677841e+01   5.6416229e+01
   6.7222222e-01   9.4302174e-02   1.2754665e-01   1.7258571e-01   2.3295323e-01   2.9627969e-01   3.2450188e-01   2.8868305e-01   2.1838827e-01   1.5456540e-01   1.0918567e-01   7.6553031e-02   1.6000660e-02   1.6001248e-02   1.6001681e-02   1.6001945e-02   1.6002135e-02   1.6002364e-02   1.6002822e-02   1.6003454e-02   1.6004070e-02   1.6004603e-02   1.6005035e-02   4.9611463e+01   3.6789647e+01   2.8633204e+01   2.5152927e+01   2.3803372e+01   2.3565468e+01   2.4881428e+01   2.8338521e+01   3.3302045e+01   3.8797803e+01   4.4199393e+01
   6.7777778e-01   9.1530952e-02   1.2473435e-01   1.7007709e-01   2.3109622e-01   2.9518286e-01   3.2385378e-01   2.8791156e-01   2.1712562e-01   1.5305823e-01   1.0771538e-01   7.5286067e-02   1.6000728e-02   1.6001533e-02   1.6002329e-02   1.6003001e-02   1.6003403e-02   1.6003565e-02   1.6003611e-02   1.6003673e-02   1.6003823e-02   1.6004029e-02   1.6004236e-02   5.4562132e+01   4.5706994e+01   3.5589391e+01   2.8105184e+01   2.4536026e+01   2.3403083e+01   2.3506906e+01   2.4574973e+01   2.6748520e+01   3.0041518e+01   3.4180530e+01
   6.8333333e-01   8.8670063e-02   1.2142410e-01   1.6659753e-01   2.2787734e-01   2.9300820e-01   3.2298109e-01   2.8780576e-01   2.1727153e-01   1.5310080e-01   1.0753089e-01   7.4963580e-02   1.6000724e-02   1.6001590e-02   1.6002545e-02   1.6003486e-02   1.6004188e-02   1.6004485e-02   1.6004517e-02   1.6004432e-02   1.6004319e-02   1.6004237e-02   1.6004200e-02   5.5701439e+01   4.9373563e+01   4.0797497e+01   3.1928731e+01   2.6036939e+01   2.3775639e+01   2.3472590e+01   2.4033557e+01   2.5085423e+01   2.6616910e+01   2.8798626e+01
