Tempo_min,X_0cm,X_1cm,X_2cm,X_3cm,X_4cm,X_5cm,X_6cm,X_7cm,X_8cm,X_9cm,X_10cm,H_0cm,H_1cm,H_2cm,H_3cm,H_4cm,H_5cm,H_6cm,H_7cm,H_8cm,H_9cm,H_10cm,T_0cm,T_1cm,T_2cm,T_3cm,T_4cm,T_5cm,T_6cm,T_7cm,T_8cm,T_9cm,T_10cm
0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8
1.6666666666666667e-05,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8
0.33335000000000004,0.44351879088384566,0.4492554706600193,0.45116536987301453,0.451418278173462,0.4514412489737271,0.4514429069189972,0.45144284174300664,0.4514426498920507,0.4514424493836303,0.45144224819019657,0.45144204680598116,0.016002321440709576,0.016003343664741865,0.01600349424026842,0.016003465103444445,0.016003414823942155,0.01600336236546681,0.016003309594210452,0.016003256672747723,0.01600320361372015,0.016003150417945988,0.016003097085401784,34.84173183721178,24.292862762491684,22.34665689605414,22.100700880391475,22.073884555026137,22.071141127567863,22.070743046474878,22.070548931320157,22.070370630941404,22.070193317488147,22.070015935734787
0.6666833333333333,0.43363081980396456,0.4439086065504859,0.44971910448443897,0.45124879403824014,0.4514808305173834,0.45151021872705766,0.4515136600277524,0.4515140212480678,0.45151403734426476,0.451514016865075,0.45151399268598374,0.016002652680978603,0.016004259539432523,0.016004824140169654,0.016004926299902158,0.01600493791925965,0.01600493597546529,0.016004932167734073,0.016004928107840273,0.01600492400350683,0.01600491987981071,0.016004915739565057,40.30402701837665,27.32936266998209,23.078656886015082,22.27803992956465,22.15404576509433,22.136211637561196,22.133777090535048,22.133447761932853,22.13338922731276,22.133363348417486,22.13334112683536
1.0000166666666666,0.422982900304067,0.43705844649213554,0.446874841516627,0.4506336230923733,0.45138426142315574,0.4515005350120868,0.4515172364068729,0.45151953993339683,0.45151984445627563,0.45151988122356956,0.45151988342647303,0.016002747831007035,0.016004598107000174,0.016005463441057563,0.01600567365795677,0.016005710324129858,0.016005715731768733,0.016005716065319687,0.016005715610095613,0.01600571503554969,0.016005714442397637,0.016005713845206687,42.713272116968405,29.688525123049732,23.8417055425399,22.44058547299704,22.18830957238471,22.146444943321814,22.13975221875908,22.13871541305081,22.138558595859994,22.138533936262927,22.13852836727864
1.33335,0.4121674321981753,0.42954642256112785,0.4430566320697021,0.4496078473690599,0.4511920559983421,0.4514687154265045,0.45151283955393223,0.45151964502660186,0.4515206692347662,0.45152081946283745,0.45152084071635407,0.016002751842451337,0.0160047130870285,0.016005777482499473,0.016006087248215426,0.01600614819618026,0.016006158742345202,0.016006160347679696,0.01600616043013204,0.016006160259428356,0.016006160047491197,0.016006159828858366,43.87238389812282,31.293334737662132,24.53794029336575,22.60653421074291,22.222455281997554,22.153689072381507,22.141787858800498,22.139772382158426,22.13943800947869,22.139383505637518,22.139374533401657
1.6666833333333335,0.401418095352167,0.42173866878048893,0.43861230338730856,0.44822218398277314,0.45090677105967675,0.45141720397748747,0.451504143767152,0.45151847140775514,0.4515207891698854,0.45152115782831387,0.45152121545090623,0.01600271971687321,0.01600472791024704,0.0160059172767136,0.01600631018711297,0.016006394051126187,0.016006409574646368,0.016006412260507433,0.016006412637356165,0.016006412607048024,0.016006412506086448,0.016006412393035515,44.521995464713164,32.35188366360864,25.115255417143317,22.760528098935595,22.255738404794474,22.16069993824791,22.143442483059328,22.140363255056513,22.139821903769498,22.1397280888643,22.139711991034755
2.0000166666666668,0.3908267537329181,0.41381748690066117,0.433777039130871,0.44654443856905524,0.45053655570144446,0.4513469060308176,0.4514914586444472,0.4515163589983931,0.45152058122238087,0.4515212881429291,0.45152140505836963,0.016002673598576347,0.016004696298947213,0.016005963777803688,0.01600642275961395,0.016006526931037657,0.01600654707039631,0.016006550761935984,0.016006551385464862,0.016006551446911637,0.016006551406671274,0.016006551348245027,44.96530025810055,33.08445972155396,25.580258682843137,22.896374738791867,22.28637218490778,22.167272409215975,22.144930181740044,22.14080474661952,22.14005179456324,22.139915883010534,22.139891589466625
2.3333500000000003,0.38042838559209124,0.40587500820846634,0.42869424518688914,0.4446350040513939,0.45009189657439624,0.4512594241051763,0.45147505977333247,0.451513406610344,0.45152012820031867,0.45152129440219163,0.4515214948344529,0.01600262230778003,0.016004643238514013,0.016005961246399858,0.01600647297443411,0.016006594875375375,0.016006619189409578,0.016006623799883882,0.016006624638760937,0.016006624768133436,0.0160066247654395,0.01600662473839167,45.325043870305954,33.64288002755663,25.96502469408244,23.016399268801408,22.314235371002372,22.173328298416294,22.14627363980596,22.141157427346027,22.140199297188577,22.14002145432373,22.13998872068243
2.6666833333333333,0.3702354352426445,0.3979571807038277,0.42344670241253124,0.4425370383599785,0.4495815363283889,0.4511563028663836,0.45145523677514726,0.45150969257861706,0.4515194758258982,0.4515212182042179,0.4515215261398751,0.016002569314404903,0.016004580397859916,0.01600593330004826,0.016006489045332736,0.016006626849670316,0.016006654999175765,0.016006660457823386,0.0160066614891576,0.016006661671639645,0.016006661692885445,0.016006661683744653,45.65032360632379,34.114920703476606,26.302584100493014,23.12654180810682,22.340253060073906,22.17901339913805,22.147515834980037,22.141455754932927,22.14029980359844,22.14008094586379,22.140039805176215
